,Age,Income,Emp_stat_Present,Gender,Marital_status,Loc,Notice_things_Present,All_angles_Present,Sincere_prod_Present,Lonely_Present,Worry_health_Present,Charity_Present,New_env_Present,Meeting_ppl_Present,Hob_interests_Present,Surveys_Present,Spent_onli_Present,WFH_office_Present,Ethu_Present,Income_Change,Smoking_hab_Present,Drinking_hab_Present,Sleeping_hab_Present,Healthy_Lifestyle_Present,Medi_pref_Present,Pol_interest_Present,Internet_interest_Present,Economy_Manag_intrst_Present,Medicine_intrst_Present,Religion_intrst_Present,Save_all_money_Present,Brand_non-brand_Present,Food_pref_Present,Mode_of_transport_Present,Basic_medications_Present,Digital_content_Present,Active_Investor_Present,Edu_instit_fee_Present,Change_in_data_consumption,Spend_on_gadgets_Present,Spend_on_Luxury_Present,Track_Household_exp_Present,Domestic_help_Present,Spending_kind_Present
334,4,0.0,1.0,1,1.0,1.0,3.0,3.0,3.0,0.0,2.0,2.0,4.0,4.0,2.0,2.0,3,1.0,2.0,2.0,3.0,2,3.0,2.0,0.0,0.0,2,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0
335,4,2.0,0.0,0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,1,1.0,2.0,2.0,3.0,1,0.0,2.0,0.0,2.0,1,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,1.0,3.0,0.0,2.0,2.0,1.0
336,0,4.0,2.0,0,0.0,2.0,0.0,0.0,0.0,4.0,3.0,3.0,4.0,0.0,0.0,0.0,0,0.0,3.0,0.0,2.0,1,0.0,4.0,0.0,2.0,0,0.0,0.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0
337,0,3.0,0.0,0,0.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,2,2.0,2.0,0.0,2.0,1,0.0,2.0,0.0,1.0,0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0
338,3,0.0,0.0,1,1.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0,0.0,0.0,0.0,2.0,1,3.0,0.0,1.0,3.0,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0
339,0,2.0,2.0,1,0.0,2.0,0.0,0.0,3.0,3.0,1.0,1.0,2.0,4.0,2.0,4.0,3,1.0,1.0,0.0,2.0,1,0.0,4.0,0.0,2.0,1,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,4.0,1.0,2.0,1.0,1.0
340,0,4.0,3.0,0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0,0.0,0.0,2.0,2.0,1,3.0,2.0,1.0,2.0,0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0
341,3,1.0,0.0,1,1.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0,0.0,2.0,0.0,2.0,2,3.0,2.0,1.0,1.0,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,4.0,1.0,2.0,2.0,1.0
342,0,2.0,0.0,1,1.0,2.0,0.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,0,2.0,0.0,2.0,1.0,2,3.0,2.0,1.0,0.0,0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,2.0,2.0
343,0,4.0,4.0,1,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2,0.0,2.0,2.0,2.0,2,2.0,2.0,0.0,0.0,3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0
344,0,3.0,2.0,1,0.0,2.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0,1.0,3.0,0.0,2.0,1,2.0,0.0,1.0,0.0,0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0
345,0,4.0,3.0,1,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,2.0,2.0,2.0,2.0,1,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0
346,0,2.0,0.0,1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2,0.0,0.0,2.0,3.0,2,2.0,2.0,0.0,0.0,3,0.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0
347,0,2.0,0.0,0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,1.0,0.0,4.0,2,2.0,2.0,2.0,2.0,1,2.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0
348,0,0.0,5.0,0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0,1.0,1.0,2.0,2.0,1,3.0,2.0,1.0,2.0,3,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0
349,1,3.0,0.0,1,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2,0.0,0.0,0.0,2.0,1,3.0,4.0,1.0,1.0,0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0
350,0,4.0,3.0,0,0.0,2.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,3.0,2,0.0,3.0,2.0,2.0,1,0.0,0.0,1.0,2.0,1,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0
351,2,5.0,0.0,0,1.0,2.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,2,0.0,3.0,2.0,2.0,1,0.0,2.0,1.0,2.0,1,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0
352,4,1.0,1.0,1,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2,0.0,3.0,2.0,0.0,2,2.0,0.0,1.0,1.0,1,1.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0
353,0,2.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2,0.0,1.0,0.0,3.0,1,2.0,1.0,1.0,0.0,0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
354,0,4.0,3.0,0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,0,2.0,0.0,2.0,3.0,2,3.0,0.0,1.0,2.0,1,2.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0
355,0,1.0,0.0,0,0.0,2.0,3.0,3.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1,0.0,3.0,2.0,2.0,2,0.0,2.0,0.0,0.0,3,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0
356,0,4.0,3.0,0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,4.0,2.0,4.0,3.0,2.0,0,2.0,2.0,0.0,2.0,1,0.0,4.0,1.0,1.0,1,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0
357,4,0.0,2.0,1,1.0,0.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,0,2.0,2.0,2.0,2.0,1,0.0,1.0,0.0,2.0,1,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0
358,1,2.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1,0.0,0.0,2.0,2.0,1,3.0,2.0,1.0,2.0,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,2.0
359,4,2.0,2.0,1,1.0,2.0,2.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1,1.0,1.0,0.0,0.0,0,2.0,0.0,0.0,2.0,0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0
360,1,3.0,4.0,0,0.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2,0.0,2.0,0.0,2.0,2,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0
361,4,2.0,1.0,0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,0.0,3.0,0,0.0,3.0,2.0,2.0,1,2.0,1.0,1.0,0.0,0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,3.0,0.0,2.0,0.0,1.0
362,2,3.0,1.0,0,0.0,2.0,3.0,3.0,2.0,2.0,3.0,0.0,1.0,1.0,2.0,2.0,1,2.0,0.0,0.0,2.0,1,2.0,0.0,1.0,3.0,0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0
363,4,2.0,2.0,0,1.0,2.0,3.0,3.0,3.0,4.0,0.0,3.0,0.0,1.0,3.0,3.0,0,0.0,1.0,0.0,2.0,1,2.0,4.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0
364,0,4.0,4.0,0,0.0,2.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,2.0,2,0.0,0.0,2.0,2.0,1,3.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0
365,4,1.0,0.0,1,1.0,2.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,2.0,2.0,2,0.0,4.0,1.0,0.0,0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,4.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0
366,4,1.0,0.0,1,1.0,2.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,2.0,2.0,2,0.0,4.0,1.0,0.0,0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,4.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0
367,1,3.0,0.0,1,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,2.0,1,0.0,3.0,0.0,2.0,2,2.0,0.0,0.0,2.0,0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0
368,0,4.0,3.0,0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2,0.0,1.0,2.0,2.0,1,3.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0
369,0,3.0,0.0,0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,2,1.0,0.0,2.0,2.0,1,0.0,0.0,1.0,1.0,3,0.0,3.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0
370,0,2.0,0.0,0,0.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,2,0.0,3.0,2.0,2.0,1,3.0,3.0,0.0,2.0,3,3.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0
371,0,4.0,3.0,0,0.0,2.0,3.0,0.0,3.0,1.0,3.0,0.0,2.0,1.0,2.0,3.0,0,0.0,1.0,2.0,2.0,1,0.0,4.0,1.0,3.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0
372,0,3.0,0.0,0,0.0,1.0,3.0,3.0,3.0,0.0,3.0,0.0,1.0,3.0,3.0,2.0,2,0.0,3.0,0.0,2.0,1,2.0,2.0,1.0,2.0,0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,1.0,2.0
373,0,5.0,0.0,1,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,2.0,2,0.0,4.0,1.0,2.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0
374,3,2.0,4.0,0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,0.0,3.0,3.0,3.0,0.0,0,0.0,0.0,0.0,2.0,1,2.0,0.0,1.0,1.0,0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0
375,0,4.0,3.0,0,0.0,2.0,2.0,3.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0,2.0,0.0,2.0,2.0,1,3.0,2.0,1.0,0.0,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0
376,3,2.0,0.0,0,1.0,2.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,4.0,2.0,0.0,0,0.0,4.0,0.0,2.0,1,3.0,4.0,0.0,3.0,0,3.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,2.0,2.0,1.0,1.0
377,0,4.0,2.0,0,1.0,2.0,3.0,3.0,3.0,0.0,3.0,3.0,2.0,4.0,3.0,3.0,2,0.0,2.0,2.0,2.0,1,3.0,3.0,1.0,0.0,3,3.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0
378,1,3.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0,0.0,2.0,2.0,1.0,1,2.0,2.0,0.0,1.0,0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0
379,5,4.0,5.0,0,1.0,2.0,0.0,2.0,1.0,3.0,3.0,4.0,1.0,2.0,2.0,1.0,3,0.0,1.0,2.0,2.0,1,0.0,2.0,0.0,2.0,2,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,1.0,2.0,0.0,1.0
380,4,4.0,4.0,0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,1,0.0,2.0,2.0,2.0,1,0.0,0.0,0.0,2.0,0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0
381,0,4.0,3.0,0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,2,2.0,0.0,0.0,2.0,1,3.0,0.0,1.0,0.0,1,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0
382,1,3.0,0.0,0,1.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,2,1.0,2.0,2.0,2.0,1,0.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0
383,4,0.0,1.0,0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,3.0,2.0,2.0,3.0,2,1.0,4.0,0.0,2.0,1,2.0,4.0,0.0,1.0,0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,0.0,2.0,2.0,2.0,2.0
384,4,0.0,1.0,1,1.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,2.0,0.0,2,0.0,2.0,2.0,2.0,1,3.0,4.0,0.0,0.0,0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,3.0,0.0,1.0,2.0,0.0
385,5,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0.0,1.0,2.0,2.0,2,1.0,0.0,1.0,3.0,0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0
386,4,2.0,1.0,0,1.0,1.0,0.0,3.0,3.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,0,0.0,0.0,2.0,2.0,1,0.0,2.0,1.0,1.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0
387,0,2.0,0.0,0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,0.0,0.0,2,0.0,0.0,0.0,2.0,1,3.0,4.0,1.0,2.0,3,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0
388,5,0.0,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0.0,1.0,2.0,2.0,1,1.0,0.0,1.0,2.0,0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0
389,3,3.0,0.0,0,1.0,1.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0,0.0,0.0,2.0,2.0,1,2.0,2.0,1.0,1.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0
390,4,3.0,0.0,0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0,0.0,2.0,2.0,2.0,1,0.0,0.0,0.0,1.0,0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0
391,5,1.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0.0,1.0,0.0,0.0,2,3.0,1.0,1.0,3.0,3,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,3.0,2.0
392,0,4.0,2.0,0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,2.0,1,3.0,2.0,0.0,2.0,1,1.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0
393,0,4.0,3.0,0,0.0,2.0,3.0,3.0,0.0,1.0,3.0,0.0,4.0,4.0,2.0,1.0,2,0.0,3.0,2.0,2.0,1,3.0,4.0,0.0,1.0,0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0
394,0,2.0,0.0,0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0,2.0,0.0,2.0,2.0,1,2.0,0.0,1.0,2.0,3,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0
395,4,3.0,0.0,1,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,4.0,0,0.0,2.0,0.0,0.0,2,2.0,2.0,1.0,3.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0
396,5,0.0,1.0,1,1.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0,0.0,2.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0
397,0,4.0,2.0,0,0.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,0,2.0,0.0,0.0,2.0,1,0.0,4.0,1.0,1.0,1,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0
398,1,3.0,0.0,1,0.0,1.0,0.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0.0,3.0,2.0,3.0,2,2.0,2.0,1.0,0.0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,2.0,1.0,2.0,0.0,1.0
399,4,0.0,1.0,0,1.0,2.0,2.0,0.0,3.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,0,0.0,0.0,2.0,2.0,1,0.0,4.0,1.0,2.0,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0
400,5,1.0,0.0,1,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,4.0,3,0.0,1.0,1.0,0.0,0,2.0,1.0,1.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0
401,5,1.0,0.0,1,1.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2,0.0,3.0,1.0,2.0,1,3.0,4.0,1.0,1.0,3,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0
402,4,2.0,0.0,0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3,1.0,4.0,2.0,2.0,1,0.0,4.0,1.0,2.0,2,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0
403,4,0.0,1.0,1,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1.0,2.0,0.0,2.0,1,0.0,2.0,0.0,1.0,1,0.0,1.0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
404,4,0.0,0.0,0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,2,0.0,3.0,0.0,3.0,2,0.0,0.0,1.0,2.0,1,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
405,0,4.0,3.0,0,0.0,2.0,0.0,3.0,0.0,4.0,1.0,0.0,3.0,0.0,3.0,0.0,0,1.0,0.0,0.0,2.0,1,3.0,0.0,0.0,0.0,1,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0
406,4,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1,0.0,3.0,0.0,2.0,1,2.0,0.0,0.0,1.0,1,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0
407,0,4.0,4.0,1,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,1,2.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0
408,0,4.0,3.0,0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,0.0,0.0,2.0,2.0,1,2.0,0.0,0.0,2.0,0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0
409,0,4.0,2.0,0,1.0,2.0,3.0,3.0,3.0,0.0,3.0,3.0,2.0,4.0,3.0,3.0,2,0.0,2.0,2.0,2.0,1,3.0,3.0,1.0,0.0,3,3.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0
410,4,1.0,1.0,1,1.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,2.0,0,1.0,2.0,0.0,2.0,2,2.0,2.0,1.0,1.0,0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,3.0,2.0
411,0,4.0,2.0,0,1.0,2.0,3.0,3.0,3.0,0.0,3.0,3.0,2.0,4.0,3.0,3.0,2,0.0,2.0,2.0,2.0,1,3.0,3.0,1.0,0.0,3,3.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,2.0,1.0,2.0
412,0,4.0,3.0,0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,0,0.0,0.0,2.0,2.0,1,0.0,0.0,0.0,0.0,1,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0
413,5,0.0,0.0,0,1.0,2.0,3.0,3.0,0.0,4.0,3.0,0.0,0.0,4.0,1.0,0.0,2,0.0,2.0,0.0,1.0,2,2.0,4.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0
